23.6 3.07216e-09 2.65823e-09 -0.00137521 -0.00135253 0.0926177 0.092349
23.8 2.53989e-09 2.19482e-09 -0.00126672 -0.00124562 0.0892527 0.088994
24 2.09971e-09 1.81206e-09 -0.00116661 -0.00114698 0.085984 0.0857354
24.2 1.73568e-09 1.49596e-09 -0.00107424 -0.00105599 0.0828104 0.0825721
24.4 1.43465e-09 1.23491e-09 -0.000989047 -0.000972076 0.0797307 0.0795028
24.6 1.18576e-09 1.01934e-09 -0.000910472 -0.000894698 0.0767435 0.0765261
24.8 9.79989e-10 8.41354e-10 -0.000838019 -0.00082336 0.0738474 0.0736407
25 8.09872e-10 6.94397e-10 -0.000771222 -0.000757603 0.071041 0.070845
25.2 6.69267e-10 5.73073e-10 -0.00070965 -0.000697 0.0683226 0.0681375
25.4 5.53071e-10 4.72916e-10 -0.000652904 -0.000641157 0.0656906 0.0655165
25.6 4.57013e-10 3.90239e-10 -0.000600614 -0.000589709 0.0631434 0.0629803
25.8 3.77593e-10 3.21997e-10 -0.000552439 -0.000542317 0.0606791 0.0605272
26 3.11948e-10 2.65673e-10 -0.000508061 -0.000498668 0.0582961 0.0581555
26.2 2.5769e-10 2.19188e-10 -0.000467188 -0.000458473 0.0559925 0.0558632
26.4 2.12863e-10 1.80825e-10 -0.000429548 -0.000421465 0.0537665 0.0536487
26.6 1.75846e-10 1.49169e-10 -0.000394892 -0.000387396 0.0516162 0.0515101
26.8 1.45302e-10 1.23047e-10 -0.000362987 -0.000356037 0.0495399 0.0494454
27 1.20069e-10 1.01495e-10 -0.00033362 -0.000327177 0.0475356 0.047453
27.2 9.92216e-11 8.37122e-11 -0.000306592 -0.000300621 0.0456015 0.0455308
27.4 8.19528e-11 6.90417e-11 -0.00028172 -0.000276188 0.0437358 0.043677
27.6 6.76719e-11 5.69392e-11 -0.000258837 -0.000253712 0.0419365 0.0418899
27.8 5.5864e-11 4.69557e-11 -0.000237784 -0.000233038 0.0402018 0.0401675
28 4.61337e-11 3.87206e-11 -0.00021842 -0.000214025 0.0385299 0.0385081
28.2 3.80879e-11 3.19282e-11 -0.00020061 -0.000196541 0.0369189 0.0369098
28.4 3.14845e-11 2.6326e-11 -0.000184232 -0.000180466 0.0353672 0.0353708
28.6 2.60468e-11 2.17057e-11 -0.000169173 -0.000165688 0.0338728 0.0338894
28.8 2.15436e-11 1.78954e-11 -0.000155329 -0.000152104 0.032434 0.0324638
29 1.77794e-11 1.47533e-11 -0.000142602 -0.00013962 0.0310491 0.0310923
29.2 1.46871e-11 1.21623e-11 -0.000130904 -0.000128147 0.0297164 0.0297733
